StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,...18,...19,Pref. (Black asc.),Pref. (Black desc.),Pref. explanation,Birth year,Gender,Gender_5_TEXT,Hispanic,Race,Political aff.,Political aff._4_TEXT,Independent Q,Education,Income
2023-12-21 15:44:44,2023-12-21 15:50:15,100,331,True,2023-12-21 15:50:16,R_5Goy1KESgUnU6oE,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"It still allows for a significant number of folks to avoid jail and it's pretty fair to distribute the funds evenly between the two groups.  I did contemplate providing blacks with the next higher level of $, but decided on the 50/50 split.",1959,Man,NA,No,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"Less than $10,000"
2023-12-21 15:44:47,2023-12-21 15:50:17,100,329,True,2023-12-21 15:50:18,R_7bHSlHafTYOGTg8,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I chose this option because i was looking at the # of people avoiding jail.  Allocating more funds towards the people living further away would have paid them 3x more but would not have significantly increased the # of people avoiding jail,1974,Man,NA,No,White or Caucasian,Independent,NA,Republican,"Some college, but no degree","$150,000 or more"
2023-12-21 15:44:10,2023-12-21 15:50:17,100,367,True,2023-12-21 15:50:18,R_71Ao1fr0kIVTZP9,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It just seems fair to split it up equally between black and white people.,1954,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$80,000 to $89,999"
2023-12-21 15:44:50,2023-12-21 15:50:34,100,343,True,2023-12-21 15:50:34,R_1mzoHFchBIIEFFL,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,Everybody equal,1978,Woman,NA,No,Black or African American,Republican,NA,NA,Associates or technical degree,"$40,000 to $49,999"
2023-12-21 15:47:54,2023-12-21 15:50:36,100,161,True,2023-12-21 15:50:36,R_7mGNdptHyLsrxJf,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"This was pretty easy.  The optimal result was very close to the ""fair"" result (handling equal amounts of money to everybody), and ""fair"" is easier to justify to the taxpayer.",1960,Man,NA,No,White or Caucasian,Independent,NA,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 15:48:30,2023-12-21 15:51:23,100,172,True,2023-12-21 15:51:23,R_6EhSMREb7EQ0Qhf,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,I think it's better to be equitable since there are certainly both black and white people who live closer or farther away from the courthouse and to make an unequal distribution based on race doesn't make sense to me.,1965,Woman,NA,No,Asian,Democrat,NA,NA,Bachelor’s degree,"$50,000 to $59,999"
2023-12-21 15:49:20,2023-12-21 15:51:25,100,125,True,2023-12-21 15:51:26,R_5dFIfPyBT7vEngR,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,This helps the maximum number of people avoid going to jail.,1959,Woman,NA,No,White or Caucasian,Republican,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:49:07,2023-12-21 15:51:47,100,159,True,2023-12-21 15:51:47,R_3tVLxU3Z7qrdPuF,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It is a fair and even amount not dependent on race or location.,1962,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Some college, but no degree","$20,000 to $29,999"
2023-12-21 15:49:31,2023-12-21 15:51:53,100,141,True,2023-12-21 15:51:53,R_7VjfX4wJhBVxs5P,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,That option helped the most people avoid jail,1985,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:49:35,2023-12-21 15:52:00,100,145,True,2023-12-21 15:52:01,R_3FfafmEMn2gfViB,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,More people avoid jail and those who are farthest away receive more help.,1945,Man,NA,No,White or Caucasian,Republican,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:49:08,2023-12-21 15:52:05,100,177,True,2023-12-21 15:52:06,R_5ze7rojmlIH2QYV,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,Option B kept the most people out of jail.,1953,Man,NA,No,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"$150,000 or more"
2023-12-21 15:45:12,2023-12-21 15:52:46,100,454,True,2023-12-21 15:52:46,R_6MLnxx5qYLTaN2T,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,"The key criterion in awarding aid under scheme D as I understand it is how far someone lives from the courthouse, which seems a proper standard. It makes sense to try to help the most people possible with such a program, and that entails mostly helping people who live farther away from the courthouse. They happen to be disproportionately Black. The differential allocation by race is incidental, as I interpreted the information provided.",1972,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$40,000 to $49,999"
2023-12-21 15:50:28,2023-12-21 15:53:59,100,211,True,2023-12-21 15:54:00,R_5F42H1FFUOUaBtW,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,I wanted the people who have the higher burden of transportation cost to have a greater subsidy but also to maximize the number of people who would benefit.,1982,Woman,NA,No,Black or African American,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$40,000 to $49,999"
2023-12-21 15:52:20,2023-12-21 15:54:07,100,106,True,2023-12-21 15:54:08,R_6KC5NZDTxsWArB9,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,It costs more for black people,1998,Man,NA,No,Black or African American,Independent,NA,Democrat,Some high school or less,"$20,000 to $29,999"
2023-12-21 15:48:49,2023-12-21 15:54:45,100,355,True,2023-12-21 15:54:45,R_5Z46XWtS3vUOHND,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,In this scenario the most people avoid jail. I think that's the best case scenario,2001,Man,NA,No,"Black or African American,American Indian/Native American or Alaska Native",Other,Moderate,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 15:53:18,2023-12-21 15:54:56,100,97,True,2023-12-21 15:54:57,R_17ybUVLuzrjOfpT,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,Equitable distribution of funds.,1965,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,Associates or technical degree,"$70,000 to $79,999"
2023-12-21 15:48:24,2023-12-21 15:56:33,100,489,True,2023-12-21 15:56:34,R_5qtB2B39eAWEIF3,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,Equal distribution between races,1994,Woman,NA,No,Black or African American,Other,leftist,NA,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 15:54:10,2023-12-21 15:56:51,100,160,True,2023-12-21 15:56:51,R_1pQA2dETvBTgqHY,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option A,"Black people live farther away, I am thinking white people can just walk if they dont have a ride",1955,Man,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,"$30,000 to $39,999"
2023-12-21 15:52:16,2023-12-21 15:57:21,100,305,True,2023-12-21 15:57:22,R_63VmLzucJgLRM8c,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"Since black people in Metropolis are more likely than white people to live farther away from court AND black people are often at a disadvantage for other forms of support, I would grant more to that population.",1957,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 15:54:30,2023-12-21 15:57:39,100,189,True,2023-12-21 15:57:40,R_7zO5803BAbjIj4N,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,I feel black people need more funds than white people because they are farther way.,1950,Woman,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,"$70,000 to $79,999"
2023-12-21 15:54:09,2023-12-21 15:57:50,100,220,True,2023-12-21 15:57:50,R_5BVR1vXPFICISyJ,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"because the fact that more people would avoid jail with a different option, most of those who avoided it would be closer, white people, and there is a greater hardship further away, for black people, so it is with this decision that makes it more equitable in the proportion of black vs white that avoid jail because the system is fucked",1960,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$10,000 to $19,999"
2023-12-21 15:56:04,2023-12-21 15:57:56,100,111,True,2023-12-21 15:57:57,R_6MKbYIA2Gv8ecl3,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,We shouldn't be dividing it out by race just have it available for people who want to use it.  Stupid.,1983,Man,NA,Yes,"White or Caucasian,Other",Independent,NA,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999"
2023-12-21 15:54:17,2023-12-21 15:58:15,100,237,True,2023-12-21 15:58:15,R_3us4GXSTMTlpzA1,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option E,NA,This will send to jail the least amount of people. Since it costs money to house people in jail this would be the best investment. But overall this is stupid because it profiles transportation support by race and not distance or income.,1960,Man,NA,No,Asian,Democrat,NA,NA,"Some college, but no degree","$40,000 to $49,999"
2023-12-21 15:54:10,2023-12-21 15:58:15,100,244,True,2023-12-21 15:58:16,R_37qXQbEZWG56xlk,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,Because it's seems positive and classic,1985,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$90,000 to $99,999"
2023-12-21 15:54:57,2023-12-21 15:58:47,100,230,True,2023-12-21 15:58:47,R_6qgYoW6geFootZj,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,it seems equal and fair,1951,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$30,000 to $39,999"
2023-12-21 15:53:51,2023-12-21 15:59:12,100,320,True,2023-12-21 15:59:13,R_1AmkmlArsHaVRjr,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,It would be equal to each sides,1971,Woman,NA,No,Black or African American,Democrat,NA,NA,High school diploma or GED,"$20,000 to $29,999"
2023-12-21 15:56:45,2023-12-21 15:59:31,100,166,True,2023-12-21 15:59:32,R_5q4X974yTNViYHw,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,Blacks need the funds,1955,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$30,000 to $39,999"
2023-12-21 15:54:13,2023-12-21 15:59:37,100,324,True,2023-12-21 15:59:37,R_3oG8MBd6PCqiKbf,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,Because the larger cost is for the Black population since they live farther away so they need more of the budget,1954,Man,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$50,000 to $59,999"
2023-12-21 15:58:23,2023-12-21 15:59:56,100,93,True,2023-12-21 15:59:56,R_6QRkFUS57gfOgnk,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,"It's a reasonable cost still, and allows for the most people to avoid jail.",1980,Woman,NA,No,"White or Caucasian,Asian",Independent,NA,Republican,Bachelor’s degree,"$60,000 to $69,999"
2023-12-21 15:56:37,2023-12-21 15:59:57,100,199,True,2023-12-21 15:59:58,R_3tupLIYz1tB2gYZ,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option A,"Black people are disadvantaged in the US.  Despite more people in total avoiding jail, I think black people are more unfairly arrested and jailed.  White people have more access to money and jobs to be able to afford to get a ride to court.",1952,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$60,000 to $69,999"
2023-12-21 15:58:32,2023-12-21 16:00:07,100,94,True,2023-12-21 16:00:07,R_7uCLQObH46G87um,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,makes things a bit more even,1952,Man,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,"$40,000 to $49,999"
2023-12-21 15:57:01,2023-12-21 16:00:20,100,198,True,2023-12-21 16:00:20,R_5ig6LMchD9rUWDn,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option E,NA,"The Black population should be given the free rides because they have to pay much more than the White population. Even though there is an even distribution of White and Black people, the burden is more heavily on the Black people.",1958,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 15:58:44,2023-12-21 16:01:26,100,161,True,2023-12-21 16:01:27,R_1tZac0ds119dn3z,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,It seems the better option since white people live in town and costs less for them anyway,1962,Man,NA,No,White or Caucasian,Independent,NA,Republican,Associates or technical degree,"$20,000 to $29,999"
2023-12-21 15:59:25,2023-12-21 16:01:53,100,147,True,2023-12-21 16:01:53,R_7igmSQT837H76Tv,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,I looked only at parity,1957,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$80,000 to $89,999"
2023-12-21 15:58:21,2023-12-21 16:01:57,100,215,True,2023-12-21 16:01:58,R_3QnTuhCNYfJhfNF,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,It is a even distribution so seems to be fair even though giving more to white people help more people to stay out of jail an even distribution seems fair,1951,Woman,NA,No,White or Caucasian,Independent,NA,Republican,Bachelor’s degree,"$30,000 to $39,999"
2023-12-21 15:57:08,2023-12-21 16:02:20,100,311,True,2023-12-21 16:02:20,R_6rUx9LZYq8s4WXa,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,Because  I believe it’s fair,1970,Woman,NA,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",Republican,NA,NA,Associates or technical degree,"$50,000 to $59,999"
2023-12-21 15:59:55,2023-12-21 16:03:03,100,187,True,2023-12-21 16:03:03,R_6hbXCTYVc0uss9l,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,Blacks live 4x further away,1958,Man,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$40,000 to $49,999"
2023-12-21 16:00:48,2023-12-21 16:03:08,100,140,True,2023-12-21 16:03:09,R_5GNUkFN9N5Lpced,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,"Given that the intention is to have people avoid jail time, option D best delivers on that.",1954,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 16:00:21,2023-12-21 16:03:17,100,175,True,2023-12-21 16:03:17,R_5Xj0DzazsFSqs90,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,It provided the greatest number of free rides.,1955,Man,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 16:01:23,2023-12-21 16:03:38,100,135,True,2023-12-21 16:03:39,R_3eP0ROOCx9V4T94,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"Black people live further so, I gave them most of the money.",2002,Woman,NA,No,Black or African American,Democrat,NA,NA,High school diploma or GED,"$20,000 to $29,999"
2023-12-21 16:00:42,2023-12-21 16:04:07,100,205,True,2023-12-21 16:04:08,R_1liCteD8FtbvHbq,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,no other choice seems equitable,1952,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$50,000 to $59,999"
2023-12-21 16:00:10,2023-12-21 16:04:14,100,243,True,2023-12-21 16:04:14,R_5GTAOnDAAKtsybj,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"If I had chosen to use allocated funds to just assist black people, I might have run into some legal battles of discrimination of white people with public funding.",1963,Woman,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 16:01:07,2023-12-21 16:04:14,100,187,True,2023-12-21 16:04:15,R_5H8LS6HTEgfRYsu,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,Everybody needs to go to court so I wanted to give more money to people less advantaged.,1960,Woman,NA,No,White or Caucasian,Democrat,NA,NA,Bachelor’s degree,"$10,000 to $19,999"
2023-12-21 15:59:50,2023-12-21 16:04:51,100,300,True,2023-12-21 16:04:51,R_5dttUBiobtjeaYn,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"Color should not be the determining factor.  Perhaps, a study could be done and the money more appropriately distributed.  1st I would rule out repeat offenders.  Then I would make people apply for the assistance and schedule rides accordingly.  I would provide funds to people as they met the qualifications without regard to race until the funds were gone.",1964,Woman,NA,No,"White or Caucasian,American Indian/Native American or Alaska Native",Independent,NA,Republican,Bachelor’s degree,"$60,000 to $69,999"
2023-12-21 16:03:03,2023-12-21 16:05:06,100,122,True,2023-12-21 16:05:06,R_1TuelLtjOXztjUt,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option A,Black people need the subsidy more than Whites,1948,Man,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2023-12-21 16:02:12,2023-12-21 16:05:59,100,226,True,2023-12-21 16:05:59,R_3F9BETQKzvRHJvl,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,looked at the highest number of people who would avoid jail.,1963,Woman,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,"$20,000 to $29,999"
2023-12-21 15:56:48,2023-12-21 16:06:01,100,552,True,2023-12-21 16:06:01,R_5r1GsjgcWc0ptle,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"Since it is stated that it cost more to transport black people to court, allocate more money their way.",1963,Man,NA,No,White or Caucasian,Independent,NA,Republican,"Some college, but no degree","$60,000 to $69,999"
2023-12-21 16:00:47,2023-12-21 16:06:23,100,335,True,2023-12-21 16:06:23,R_1DXPmTLVQqGDLg0,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,More people would avoid jail time with this option which saves the city and state money in the long term.,1953,Man,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 16:00:12,2023-12-21 16:06:58,100,406,True,2023-12-21 16:06:59,R_5zUO0CRT02zlOyc,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,Splitting the amount equally,1964,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 16:03:27,2023-12-21 16:07:27,100,240,True,2023-12-21 16:07:28,R_3j6P6WNFN98hlXu,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,It led to the most people being kept from jail.,1965,Man,NA,No,White or Caucasian,Democrat,NA,NA,Associates or technical degree,"$40,000 to $49,999"
2023-12-21 16:02:01,2023-12-21 16:07:37,100,336,True,2023-12-21 16:07:37,R_5EgxqPsfiATl1un,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,black need more assistance than whites in this matter,1997,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$60,000 to $69,999"
2023-12-21 16:05:16,2023-12-21 16:08:55,100,218,True,2023-12-21 16:08:56,R_71YKhhYsU57nIlj,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"According to the information, Black people liver farther so they would need more money to get to court.",1961,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$40,000 to $49,999"
2023-12-21 16:01:53,2023-12-21 16:08:56,100,423,True,2023-12-21 16:08:57,R_7sZ3uVEBnlQZliw,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,This is a fair alocation since both groups travel thesame distance.,1964,Woman,NA,No,Asian,Independent,NA,Democrat,Bachelor’s degree,"$30,000 to $39,999"
2023-12-21 16:03:31,2023-12-21 16:09:10,100,339,True,2023-12-21 16:09:10,R_68HvTh9vJYcGJ7K,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,Blacks are under enough pressure to come up with money for a $80 ride. That’s why I allocated money to help them. I did leave a little for the white people because some of,1963,Man,NA,No,White or Caucasian,Republican,NA,NA,High school diploma or GED,"$40,000 to $49,999"
2023-12-21 16:04:04,2023-12-21 16:09:23,100,319,True,2023-12-21 16:09:24,R_195Le1wcJHMkUTR,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,"I feel it should split equally, it doesn't matter the race.",1970,Woman,NA,No,"White or Caucasian,Black or African American",Democrat,NA,NA,Associates or technical degree,"$30,000 to $39,999"
2023-12-21 15:59:01,2023-12-21 16:09:35,100,634,True,2023-12-21 16:09:36,R_6wHyhOv4ZMmucgV,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,I made that decision because the white live close to the courthouse whiles the blacks live far from it. Meaning the blacks spend more money on transport then the blacks.,1972,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$100,000 to $149,999"
2023-12-21 16:07:51,2023-12-21 16:10:28,100,157,True,2023-12-21 16:10:29,R_3diehADNlXpd8l2,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,I split it evenly.  I didn't want to allocate more to one race over another.,1953,Woman,NA,No,White or Caucasian,Republican,NA,NA,"Some college, but no degree","$30,000 to $39,999"
2023-12-21 16:07:09,2023-12-21 16:11:00,100,230,True,2023-12-21 16:11:00,R_3KuOgjZLLmHFwj0,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"I don't believe either racial group should receive more money than the other; therefore, $5 to both black and white riders is reasonable.",1956,Woman,NA,No,White or Caucasian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$20,000 to $29,999"
2023-12-21 16:04:15,2023-12-21 16:11:30,100,435,True,2023-12-21 16:11:30,R_6MAhMypHQMjjtAZ,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,"Since both populations were 50/50, split the money so that each person is given the same amount",1963,Man,NA,No,Black or African American,Democrat,NA,NA,Associates or technical degree,"$60,000 to $69,999"
2023-12-21 16:00:21,2023-12-21 16:12:24,100,723,True,2023-12-21 16:12:24,R_5AF5Ve59WWVGc83,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option C,it seems to be fair and it was a good amount of people to avoid going to jail,1964,Woman,NA,No,White or Caucasian,Republican,NA,NA,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 16:08:34,2023-12-21 16:12:46,100,252,True,2023-12-21 16:12:48,R_36pAw1mWZs7do9H,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,because ride is more expensive for black people,1966,Man,NA,No,Asian,Democrat,NA,NA,"Some college, but no degree","$50,000 to $59,999"
2023-12-21 16:10:31,2023-12-21 16:13:10,100,159,True,2023-12-21 16:13:11,R_3DIIZl0ZgSIIMNa,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,The most people avoid jail,1948,Man,NA,No,Black or African American,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$30,000 to $39,999"
2023-12-21 15:47:43,2023-12-21 16:17:15,100,1771,True,2023-12-21 16:17:15,R_7stiE9wgn0e8hAB,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option B,NA,I chose thiss because it has the highest count of people avoiding jail,1981,Woman,NA,Yes,White or Caucasian,Democrat,NA,NA,"Some college, but no degree","$20,000 to $29,999"
2023-12-21 16:16:13,2023-12-21 16:17:51,100,97,True,2023-12-21 16:17:52,R_7Hk46o7TQelDmXs,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option D,NA,"Although the population is 50/50, black people typically live further away so that is why I allocated a slight bit more to the black population.",2004,Woman,NA,No,Black or African American,Democrat,NA,NA,High school diploma or GED,"$40,000 to $49,999"
2023-12-21 16:15:55,2023-12-21 16:17:53,100,118,True,2023-12-21 16:17:54,R_7l5Bz76c3y5kD0B,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,People who live far from the courthouse need transportation more.,1962,Man,NA,No,Black or African American,Democrat,NA,NA,Bachelor’s degree,"$70,000 to $79,999"
2023-12-21 16:15:28,2023-12-21 16:19:24,100,235,True,2023-12-21 16:19:25,R_7mAsl851tn6Jj1v,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option E,NA,Black people can’t afford transportation,1962,Woman,NA,No,Black or African American,Democrat,NA,NA,High school diploma or GED,"$40,000 to $49,999"
2023-12-21 16:16:25,2023-12-21 16:20:42,100,257,True,2023-12-21 16:20:43,R_7dW6iwGB8LnLycr,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option C,NA,I BELIEVE BOTH RACES DESERVES EQUAL TREATMENT,1973,Woman,NA,No,Asian,Democrat,NA,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999"
2023-12-21 16:22:00,2023-12-21 16:26:15,100,254,True,2023-12-21 16:26:16,R_3K2aVWsAiKWkvCm,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option B,"Well, statistically, more non-white people will be arrested and given a court date. Therefore, giving non-white people a bit more resources to get to court makes more sense.",1963,Man,NA,No,Other,Independent,NA,Democrat,Associates or technical degree,"Less than $10,000"
2023-12-21 16:22:15,2023-12-21 16:26:19,100,244,True,2023-12-21 16:26:19,R_3YeVNgZ7stB5Mse,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,The option I chose is less expensive for Black people than for Whites. It also allows more people to avoid jail.,1953,Man,NA,Yes,Other,Republican,NA,NA,Bachelor’s degree,"$20,000 to $29,999"
2023-12-21 16:19:57,2023-12-21 16:27:18,100,440,True,2023-12-21 16:27:18,R_7Lj6ulbQlTdBBl5,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,NA,Option D,That choice helped the most people.,1977,Woman,NA,No,White or Caucasian,Independent,NA,Democrat,Bachelor’s degree,"$80,000 to $89,999"
2023-12-21 16:25:21,2023-12-21 16:30:25,100,304,True,2023-12-21 16:30:26,R_53VT2XTP1PBH7sN,NA,NA,NA,NA,anonymous,EN,5 people who live far from court,5 Black people,Option A,NA,"Because the white population is near the court house. The likely have vehicles. Now had I send one where both pay zero. I would have chosen that one. Economically, blacks are usually on the bottom scale. As far as work and even getting to work",1961,Woman,NA,No,Black or African American,Democrat,NA,NA,"Some college, but no degree","$20,000 to $29,999"
